"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","ho2017","futures",1101.94
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","sp2018","futures",134226.51
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","su2017","at once",4182.59
"comms_email_futures_xcat_FR_sp2018_xch_all_introLS#/home","","","","","","su2017","futures",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","","at once",22694.40
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","fa2016","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","fa2017","at once",70.95
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","sp2018","futures",33789.34
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_introSO#/home","","","","","","su2017","at once",569.10
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","","futures",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","sp2018","futures",16256.50
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev","","","","","","su2017","at once",685.45
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","","at once",20.86
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","fa2017","at once",362.81
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","sp2018","futures",362165.71
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_seasprev#/home","","","","","","su2017","at once",24783.25
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","fa2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","fa2017","at once",6075.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome","","","","","","su2017","at once",761.65
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","","at once",6840.51
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","fa2017","at once",804.45
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","sp2018","futures",109437.53
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","su2017","at once",7342.24
"comms_email_futures_xcat_FR_sp2018_xch_all_welcome#/home","","","","","","su2017","futures",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_introLS#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_introLS#/home","","","","","","ho2017","futures",23905.78
"comms_email_futures_xcat_GR_ho2017_xch_all_introSO#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_introSO#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev","","","","","","","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev","","","","","","su2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","fa2017","at once",85.12
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","fall 2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","ho2017","futures",9403.14
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","sp2018","futures",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_GR_ho2017_xch_all_seasprev#/home","","","","","","su2017","at once",858.21
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","","at once",597.40
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","fa2017","at once",1098.01
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_introLS#/home","","","","","","su2017","at once",1474.82
"comms_email_futures_xcat_GR_sp2018_xch_all_introSO#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev","","","","","","","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","","at once",217.35
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","fa2017","at once",549.26
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","sp2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","sp2018","futures",95908.86
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_seasprev#/home","","","","","","su2017","at once",26316.37
"comms_email_futures_xcat_GR_sp2018_xch_all_welcome#/home","","","","","","","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_welcome#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_welcome#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_welcome#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_GR_sp2018_xch_all_welcome#/home","","","","","","su2017","at once",4897.56
"comms_email_futures_xcat_IL_ho2017_xch_all_introSO#/home","","","","","","","",0.00
"comms_email_futures_xcat_IL_ho2017_xch_all_introSO#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_IL_ho2017_xch_all_introSO#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_IL_ho2017_xch_all_introSO#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_ho2017_xch_all_introSO#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_introLS","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_introLS","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_introLS#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_introLS#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev#/home","","","","","","","futures",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_seasprev#/home","","","","","","sp2018","futures",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_welcome","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_welcome","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_welcome#/home","","","","","","","",0.00
"comms_email_futures_xcat_IL_sp2018_xch_all_welcome#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IN_ho2017_xch_all_deadline","","","","","","","",0.00
"comms_email_futures_xcat_IN_ho2017_xch_all_deadline","","","","","","ho2017","",0.00
"comms_email_futures_xcat_IN_ho2017_xch_all_deadline","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IN_ho2017_xch_all_deadline","","","","","","su2017","",0.00
"comms_email_futures_xcat_IN_ho2017_xch_all_evntprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_evntprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_evntprev#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_introSO#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_welcome#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_welcome#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IN_sp2018_xch_all_welcome#/home","","","","","","sp2018","futures",573500.52
"comms_email_futures_xcat_IN_sp2018_xch_all_welcome#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_IN_su2018_xch_all_evntprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_IN_su2018_xch_all_evntprev#/home","","","","","","su2018","",0.00
"comms_email_futures_xcat_IN_su2018_xch_all_seasprev#/home","","","","","","","",0.00
"comms_email_futures_xcat_IT_ho2017_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_IT_ho2017_xch_all_introLS#/home","","","","","","fa2017","",0.00
"comms_email_futures_xcat_IT_ho2017_xch_all_introLS#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_IT_ho2017_xch_all_introLS#/home","","","","","","su2017","",0.00
"comms_email_futures_xcat_JP_ho2017_xch_all_seasprev","","","","","","","",0.00
"comms_email_futures_xcat_JP_ho2017_xch_all_welcome#/home","","","","","","","",0.00
"comms_email_futures_xcat_JP_ho2017_xch_all_welcome#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_JP_sp2018_xch_all_introLS#/home","","","","","","","",0.00
"comms_email_futures_xcat_JP_sp2018_xch_all_introLS#/home","","","","","","ho2017","",0.00
"comms_email_futures_xcat_JP_sp2018_xch_all_introLS#/home","","","","","","sp2018","",0.00
"comms_email_futures_xcat_JP_sp2018_xch_all_introLS#/home","","","","","","su2018","",0.00
"comms_email_futures_xcat_JP_sp2018_xch_all_introSO#/home","","","","","","","",0.00
